class	parent_class	field	type_code	type_size_bytes	type_guess	offset_dec	offset_hex	elem_count	enum_table	reg_func	parent_reg_func	call_site	class_confidence
GuiFadeinBitmapCtrl	GuiBitmapCtrl	fadeOut	3	1	bool(4)	181	0xb5	1		0x004b5840	0x004ad700	0x004b58b2	vtable-init(inlined-into-init)
GuiFilterCtrl	GuiControl	controlPoints	1	4	S32	148	0x94	1		0x004b5c00	0x004b6960	0x004b5c18	vtable-init
GuiFilterCtrl	GuiControl	filter	6		?	156	0x9c	1		0x004b5c00	0x004b6960	0x004b5c30	vtable-init
GuiFrameSetCtrl	GuiControl	columns	2	12	S32?	148	0x94	1		0x004ca4f0	0x004b6960	0x004ca508	vtable-init
GuiFrameSetCtrl	GuiControl	rows	2	12	S32?	160	0xa0	1		0x004ca4f0	0x004b6960	0x004ca520	vtable-init
GuiFrameSetCtrl	GuiControl	borderWidth	1	4	S32	188	0xbc	1		0x004ca4f0	0x004b6960	0x004ca538	vtable-init
GuiFrameSetCtrl	GuiControl	borderColor	11	4	ColorI(4B)	192	0xc0	1		0x004ca4f0	0x004b6960	0x004ca550	vtable-init
GuiFrameSetCtrl	GuiControl	borderEnable	9	4	enum(S32)+table	196	0xc4	1	0x7ee5b4	0x004ca4f0	0x004b6960	0x004ca56b	vtable-init
GuiFrameSetCtrl	GuiControl	borderMovable	9	4	enum(S32)+table	200	0xc8	1	0x7ee5b4	0x004ca4f0	0x004b6960	0x004ca586	vtable-init
GuiFrameSetCtrl	GuiControl	autoBalance	3	1	bool(4)	224	0xe0	1		0x004ca4f0	0x004b6960	0x004ca59e	vtable-init
GuiFrameSetCtrl	GuiControl	fudgeFactor	1	4	S32	228	0xe4	1		0x004ca4f0	0x004b6960	0x004ca5b6	vtable-init
GuiInspector	GuiControl	editControlOffset	1	4	S32	152	0x98	1		0x004bdc60	0x004b6960	0x004bdc78	vtable-init
GuiInspector	GuiControl	entryHeight	1	4	S32	156	0x9c	1		0x004bdc60	0x004b6960	0x004bdc90	vtable-init
GuiInspector	GuiControl	textExtent	1	4	S32	160	0xa0	1		0x004bdc60	0x004b6960	0x004bdca8	vtable-init
GuiInspector	GuiControl	entrySpacing	1	4	S32	164	0xa4	1		0x004bdc60	0x004b6960	0x004bdcc0	vtable-init
GuiInspector	GuiControl	maxMenuExtent	1	4	S32	168	0xa8	1		0x004bdc60	0x004b6960	0x004bdcd8	vtable-init
GuiMLTextCtrl	GuiControl	maxChars	1	4	S32	332	0x14c	1		0x004d3650	0x004b6960	0x004d3698	vtable-init
GuiMLTextCtrl	GuiControl	lineSpacing	1	4	S32	376	0x178	1		0x004d3650	0x004b6960	0x004d3668	vtable-init
GuiMLTextCtrl	GuiControl	allowColorChars	3	1	bool(4)	380	0x17c	1		0x004d3650	0x004b6960	0x004d3680	vtable-init
GuiMLTextCtrl	GuiControl	deniedSound	34	4	AudioProfile*	384	0x180	1		0x004d3650	0x004b6960	0x004d36b0	vtable-init
GuiMLTextEditCtrl	GuiMLTextCtrl	escapeCommand	7	4	string(char*)	388	0x184	1		0x004d6d90	0x004d3650	0x004d6da8	vtable-init
GuiMessageVectorCtrl	GuiControl	lineSpacing	1	4	S32	156	0x9c	1		0x004d8480	0x004b6960	0x004d8498	vtable-init
GuiMessageVectorCtrl	GuiControl	lineContinuedIndex	1	4	S32	160	0xa0	1		0x004d8480	0x004b6960	0x004d84b0	vtable-init
GuiMessageVectorCtrl	GuiControl	allowedMatches	7	4	string(char*)	164	0xa4	16		0x004d8480	0x004b6960	0x004d84c8	vtable-init
GuiMessageVectorCtrl	GuiControl	matchColor	11	4	ColorI(4B)	228	0xe4	1		0x004d8480	0x004b6960	0x004d84e0	vtable-init
GuiMessageVectorCtrl	GuiControl	maxColorIndex	1	4	S32	232	0xe8	1		0x004d8480	0x004b6960	0x004d84f8	vtable-init
GuiMouseEventCtrl	GuiControl	lockMouse	3	1	bool(4)	148	0x94	1		0x004da2e0	0x004b6960	0x004da2f8	vtable-init
GuiPopUpMenuCtrl	GuiTextCtrl	maxPopupHeight	1	4	S32	216	0xd8	1		0x004c8ae0	0x004c1360	0x004c8af8	vtable-init
GuiRadioCtrl	GuiTextCtrl	groupNum	1	4	S32	176	0xb0	1		0x004bddd0	0x004c1360	0x004bdde8	vtable-init
GuiScrollCtrl	GuiControl	childMargin	14	8	Point2I(8B)	164	0xa4	1		0x004be6e0	0x004b6960	0x004be776	vtable-init
GuiScrollCtrl	GuiControl	defaultLineHeight	1	4	S32	316	0x13c	1		0x004be6e0	0x004b6960	0x004be75e	vtable-init
GuiScrollCtrl	GuiControl	hScrollBar	9	4	enum(S32)+table	368	0x170	1	0x7ee320	0x004be6e0	0x004b6960	0x004be713	vtable-init
GuiScrollCtrl	GuiControl	vScrollBar	9	4	enum(S32)+table	372	0x174	1	0x7ee320	0x004be6e0	0x004b6960	0x004be72e	vtable-init
GuiScrollCtrl	GuiControl	constantThumbHeight	3	1	bool(4)	376	0x178	1		0x004be6e0	0x004b6960	0x004be746	vtable-init
GuiScrollCtrl	GuiControl	willFirstRespond	3	1	bool(4)	377	0x179	1		0x004be6e0	0x004b6960	0x004be6f8	vtable-init
GuiServerBrowser	ShellFancyArray	iconBase	7	4	string(char*)	532	0x214	1		0x00679120	0x004eb9e0	0x00679138	vtable-init
GuiSliderCtrl	GuiControl	range	15	8	?	148	0x94	1		0x004c0800	0x004b6960	0x004c0818	vtable-init
GuiSliderCtrl	GuiControl	ticks	1	4	S32	156	0x9c	1		0x004c0800	0x004b6960	0x004c0830	vtable-init
GuiSliderCtrl	GuiControl	value	5	4	F32	160	0xa0	1		0x004c0800	0x004b6960	0x004c0848	vtable-init
GuiTextCtrl	GuiControl	text	8	4	string-ptr	148	0x94	1		0x004c1360	0x004b6960	0x004c1378	vtable-init
GuiTextCtrl	GuiControl	longTextBuffer	3	1	bool(4)	156	0x9c	1		0x004c1360	0x004b6960	0x004c1390	vtable-init
GuiTextCtrl	GuiControl	maxLength	1	4	S32	164	0xa4	1		0x004c1360	0x004b6960	0x004c13a8	vtable-init
GuiTextEditCtrl	GuiTextCtrl	validate	7	4	string(char*)	172	0xac	1		0x004c1c50	0x004c1360	0x004c1c68	vtable-init
GuiTextEditCtrl	GuiTextCtrl	escapeCommand	7	4	string(char*)	176	0xb0	1		0x004c1c50	0x004c1360	0x004c1c80	vtable-init
GuiTextEditCtrl	GuiTextCtrl	deniedSound	34	4	AudioProfile*	180	0xb4	1		0x004c1c50	0x004c1360	0x004c1cf8	vtable-init
GuiTextEditCtrl	GuiTextCtrl	tabComplete	3	1	bool(4)	213	0xd5	1		0x004c1c50	0x004c1360	0x004c1ce0	vtable-init
GuiTextEditCtrl	GuiTextCtrl	historySize	1	4	S32	260	0x104	1		0x004c1c50	0x004c1360	0x004c1c98	vtable-init
GuiTextEditCtrl	GuiTextCtrl	password	3	1	bool(4)	264	0x108	1		0x004c1c50	0x004c1360	0x004c1cb0	vtable-init
GuiTextEditCtrl	GuiTextCtrl	IRCName	3	1	bool(4)	265	0x109	1		0x004c1c50	0x004c1360	0x004c1cc8	vtable-init
GuiTextEditSliderCtrl	GuiTextEditCtrl	range	14	8	Point2I(8B)	272	0x110	1		0x004ccc90	0x004c1c50	0x004cccc0	vtable-init
GuiTextEditSliderCtrl	GuiTextEditCtrl	increment	5	4	F32	280	0x118	1		0x004ccc90	0x004c1c50	0x004cccd8	vtable-init
GuiTextEditSliderCtrl	GuiTextEditCtrl	format	7	4	string(char*)	296	0x128	1		0x004ccc90	0x004c1c50	0x004ccca8	vtable-init
GuiTextListCtrl	GuiArrayCtrl	enumerate	3	1	bool(4)	204	0xcc	1		0x004c3f70	0x004b6960	0x004c3f88	vtable-init
GuiTextListCtrl	GuiArrayCtrl	resizeCell	3	1	bool(4)	205	0xcd	1		0x004c3f70	0x004b6960	0x004c3fa0	vtable-init
GuiTextListCtrl	GuiArrayCtrl	columns	2	12	S32?	208	0xd0	1		0x004c3f70	0x004b6960	0x004c3fb8	vtable-init
GuiTextListCtrl	GuiArrayCtrl	fitParentWidth	3	1	bool(4)	220	0xdc	1		0x004c3f70	0x004b6960	0x004c3fd0	vtable-init
GuiTextListCtrl	GuiArrayCtrl	clipColumnText	3	1	bool(4)	221	0xdd	1		0x004c3f70	0x004b6960	0x004c3fe8	vtable-init
GuiTreeView	GuiArrayCtrl	allowMultipleSelections	3	1	bool(4)	408	0x198	1		0x004cf310	0x004b6960	0x004cf328	vtable-init
GuiTreeView	GuiArrayCtrl	recurseSets	3	1	bool(4)	409	0x199	1		0x004cf310	0x004b6960	0x004cf340	vtable-init
GuiTreeViewCtrl	GuiArrayCtrl	tabSize	1	4	S32	256	0x100	1		0x004ced90	0x004b6960	0x004ceda8	vtable-init
GuiTreeViewCtrl	GuiArrayCtrl	imagesBitmap	7	4	string(char*)	260	0x104	1		0x004ced90	0x004b6960	0x004cedc0	vtable-init
GuiTreeViewCtrl	GuiArrayCtrl	numImages	1	4	S32	264	0x108	1		0x004ced90	0x004b6960	0x004cedd8	vtable-init
GuiTreeViewCtrl	GuiArrayCtrl	textOffset	1	4	S32	268	0x10c	1		0x004ced90	0x004b6960	0x004cedf0	vtable-init
GuiTreeViewCtrl	GuiArrayCtrl	fullRowSelect	3	1	bool(4)	272	0x110	1		0x004ced90	0x004b6960	0x004cee08	vtable-init
GuiTreeViewCtrl	GuiArrayCtrl	itemHeight	1	4	S32	276	0x114	1		0x004ced90	0x004b6960	0x004cee20	vtable-init
GuiWindowCtrl	GuiTextCtrl	resizeWidth	3	1	bool(4)	172	0xac	1		0x004c7150	0x004c1360	0x004c7168	vtable-init
GuiWindowCtrl	GuiTextCtrl	resizeHeight	3	1	bool(4)	173	0xad	1		0x004c7150	0x004c1360	0x004c7180	vtable-init
GuiWindowCtrl	GuiTextCtrl	canMove	3	1	bool(4)	174	0xae	1		0x004c7150	0x004c1360	0x004c7198	vtable-init
GuiWindowCtrl	GuiTextCtrl	canClose	3	1	bool(4)	175	0xaf	1		0x004c7150	0x004c1360	0x004c71b0	vtable-init
GuiWindowCtrl	GuiTextCtrl	canMinimize	3	1	bool(4)	176	0xb0	1		0x004c7150	0x004c1360	0x004c71c8	vtable-init
GuiWindowCtrl	GuiTextCtrl	canMaximize	3	1	bool(4)	177	0xb1	1		0x004c7150	0x004c1360	0x004c71e0	vtable-init
GuiWindowCtrl	GuiTextCtrl	minSize	14	8	Point2I(8B)	184	0xb8	1		0x004c7150	0x004c1360	0x004c71f8	vtable-init
GuiWindowCtrl	GuiTextCtrl	closeCommand	7	4	string(char*)	192	0xc0	1		0x004c7150	0x004c1360	0x004c7210	vtable-init
HoverVehicleData	VehicleData	jetSound	34	4	AudioProfile*	1072	0x430	1		0x006161e0	0x006099e0	0x00616390	vtable-init
HoverVehicleData	VehicleData	engineSound	34	4	AudioProfile*	1076	0x434	1		0x006161e0	0x006099e0	0x006163a8	vtable-init
HoverVehicleData	VehicleData	floatSound	34	4	AudioProfile*	1080	0x438	1		0x006161e0	0x006099e0	0x006163c0	vtable-init
HoverVehicleData	VehicleData	forwardJetEmitter	32	8	ParticleEmitterData*	1096	0x448	1		0x006161e0	0x006099e0	0x00616480	vtable-init
HoverVehicleData	VehicleData	dragForce	5	4	F32	1144	0x478	1		0x006161e0	0x006099e0	0x006161f8	vtable-init
HoverVehicleData	VehicleData	vertFactor	5	4	F32	1148	0x47c	1		0x006161e0	0x006099e0	0x00616210	vtable-init
HoverVehicleData	VehicleData	floatingThrustFactor	5	4	F32	1152	0x480	1		0x006161e0	0x006099e0	0x00616228	vtable-init
HoverVehicleData	VehicleData	mainThrustForce	5	4	F32	1156	0x484	1		0x006161e0	0x006099e0	0x00616240	vtable-init
HoverVehicleData	VehicleData	reverseThrustForce	5	4	F32	1160	0x488	1		0x006161e0	0x006099e0	0x00616258	vtable-init
HoverVehicleData	VehicleData	strafeThrustForce	5	4	F32	1164	0x48c	1		0x006161e0	0x006099e0	0x00616270	vtable-init
HoverVehicleData	VehicleData	turboFactor	5	4	F32	1168	0x490	1		0x006161e0	0x006099e0	0x00616288	vtable-init
HoverVehicleData	VehicleData	stabLenMin	5	4	F32	1172	0x494	1		0x006161e0	0x006099e0	0x006162a0	vtable-init
HoverVehicleData	VehicleData	stabLenMax	5	4	F32	1176	0x498	1		0x006161e0	0x006099e0	0x006162b8	vtable-init
HoverVehicleData	VehicleData	stabSpringConstant	5	4	F32	1180	0x49c	1		0x006161e0	0x006099e0	0x006162d0	vtable-init
HoverVehicleData	VehicleData	stabDampingConstant	5	4	F32	1184	0x4a0	1		0x006161e0	0x006099e0	0x006162e8	vtable-init
HoverVehicleData	VehicleData	gyroDrag	5	4	F32	1188	0x4a4	1		0x006161e0	0x006099e0	0x00616300	vtable-init
HoverVehicleData	VehicleData	normalForce	5	4	F32	1192	0x4a8	1		0x006161e0	0x006099e0	0x00616318	vtable-init
HoverVehicleData	VehicleData	restorativeForce	5	4	F32	1196	0x4ac	1		0x006161e0	0x006099e0	0x00616330	vtable-init
HoverVehicleData	VehicleData	steeringForce	5	4	F32	1200	0x4b0	1		0x006161e0	0x006099e0	0x00616348	vtable-init
HoverVehicleData	VehicleData	rollForce	5	4	F32	1204	0x4b4	1		0x006161e0	0x006099e0	0x00616360	vtable-init
HoverVehicleData	VehicleData	pitchForce	5	4	F32	1208	0x4b8	1		0x006161e0	0x006099e0	0x00616378	vtable-init
HoverVehicleData	VehicleData	floatingGravMag	5	4	F32	1212	0x4bc	1		0x006161e0	0x006099e0	0x00616438	vtable-init
HoverVehicleData	VehicleData	brakingForce	5	4	F32	1216	0x4c0	1		0x006161e0	0x006099e0	0x00616450	vtable-init
HoverVehicleData	VehicleData	brakingActivationSpeed	5	4	F32	1220	0x4c4	1		0x006161e0	0x006099e0	0x00616468	vtable-init
HoverVehicleData	VehicleData	dustTrailEmitter	32	8	ParticleEmitterData*	1224	0x4c8	1		0x006161e0	0x006099e0	0x006163d8	vtable-init
HoverVehicleData	VehicleData	dustTrailOffset	16	12	Point3F(12B)	1232	0x4d0	1		0x006161e0	0x006099e0	0x006163f0	vtable-init
HoverVehicleData	VehicleData	triggerTrailHeight	5	4	F32	1244	0x4dc	1		0x006161e0	0x006099e0	0x00616408	vtable-init
HoverVehicleData	VehicleData	dustTrailFreqMod	5	4	F32	1248	0x4e0	1		0x006161e0	0x006099e0	0x00616420	vtable-init
HudBarBaseCtrl	HudBitmapFrameCtrl	value	5	4	F32	212	0xd4	1		0x00501130	0x004fd560	0x005011a8	vtable-init
HudBarBaseCtrl	HudBitmapFrameCtrl	pulseRate	1	4	S32	216	0xd8	1		0x00501130	0x004fd560	0x00501160	vtable-init
HudBarBaseCtrl	HudBitmapFrameCtrl	pulseThreshold	5	4	F32	220	0xdc	1		0x00501130	0x004fd560	0x00501178	vtable-init
HudBarBaseCtrl	HudBitmapFrameCtrl	verticalFill	3	1	bool(4)	224	0xe0	1		0x00501130	0x004fd560	0x00501190	vtable-init
HudBarBaseCtrl	HudBitmapFrameCtrl	displayMounted	3	1	bool(4)	226	0xe2	1		0x00501130	0x004fd560	0x00501148	vtable-init
HudBitmapCtrl	HudCtrl	bitmap	7	4	string(char*)	188	0xbc	1		0x004fd190	0x004fcaa0	0x004fd1a8	vtable-init
HudBitmapCtrl	HudCtrl	autoResize	3	1	bool(4)	192	0xc0	1		0x004fd190	0x004fcaa0	0x004fd1d8	vtable-init
HudBitmapCtrl	HudCtrl	autoCenter	3	1	bool(4)	193	0xc1	1		0x004fd190	0x004fcaa0	0x004fd1c0	vtable-init
HudBitmapCtrl	HudCtrl	flipVertical	3	1	bool(4)	194	0xc2	1		0x004fd190	0x004fcaa0	0x004fd1f0	vtable-init
HudBitmapCtrl	HudCtrl	flipHorizontal	3	1	bool(4)	195	0xc3	1		0x004fd190	0x004fcaa0	0x004fd208	vtable-init
HudBitmapFrameCtrl	HudBitmapCtrl	subRegion	18	16	RectI(16B)	196	0xc4	1		0x004fd560	0x004fd190	0x004fd578	vtable-init(ambiguous:HudBitmapFrameCtrl/HudChat/HudCommandMsg)
HudBombSight	HudCtrl	Shape	7	4	string(char*)	188	0xbc	1		0x0050a3f0	0x004fcaa0	0x0050a408	vtable-init
HudBombSight	HudCtrl	minDisplayHeight	5	4	F32	192	0xc0	1		0x0050a3f0	0x004fcaa0	0x0050a420	vtable-init
HudCompass	HudCtrl	textColor	11	4	ColorI(4B)	184	0xb8	1		0x00502c50	0x004fcaa0	0x00502c68	vtable-init
HudCtrl	GuiControl	fillColor	12	16	ColorF(16B)	148	0x94	1		0x004fcaa0	0x004b6960	0x004fcab8	vtable-init
HudCtrl	GuiControl	frameColor	12	16	ColorF(16B)	164	0xa4	1		0x004fcaa0	0x004b6960	0x004fcad0	vtable-init
HudCtrl	GuiControl	opacity	5	4	F32	180	0xb4	1		0x004fcaa0	0x004b6960	0x004fcae8	vtable-init
HudHeat	HudBarBaseCtrl	heatWarning	5	4	F32	228	0xe4	1		0x00501c00	0x00501130	0x00501c18	vtable-init
HudHelpTag	HudCtrl	flip	3	1	bool(4)	188	0xbc	1		0x0050b6f0	0x004fcaa0	0x0050b708	vtable-init
HudNavDisplay	HudBitmapCtrl	renderXYProjection	3	1	bool(4)	280	0x118	1		0x00509550	0x004fd190	0x00509568	vtable-init
HudNavDisplay	HudBitmapCtrl	markerHitRadius	5	4	F32	284	0x11c	1		0x00509550	0x004fd190	0x00509598	vtable-init
HudNavDisplay	HudBitmapCtrl	renderEdgeMarkers	3	1	bool(4)	288	0x120	1		0x00509550	0x004fd190	0x00509580	vtable-init
HudNavDisplay	HudBitmapCtrl	markerAngle	5	4	F32	292	0x124	1		0x00509550	0x004fd190	0x005095b0	vtable-init
HudNavDisplay	HudBitmapCtrl	markerLen	5	4	F32	296	0x128	1		0x00509550	0x004fd190	0x005095c8	vtable-init
HudNavDisplay	HudBitmapCtrl	defaultMarkerColor	11	4	ColorI(4B)	300	0x12c	1		0x00509550	0x004fd190	0x005095e0	vtable-init
HudNavDisplay	HudBitmapCtrl	acquireScreenRadius	1	4	S32	304	0x130	1		0x00509550	0x004fd190	0x005095f8	vtable-init
HudNavDisplay	HudBitmapCtrl	playerEyeZOffset	5	4	F32	308	0x134	1		0x00509550	0x004fd190	0x00509610	vtable-init
HudNavDisplay	HudBitmapCtrl	damageRectSize	14	8	Point2I(8B)	312	0x138	1		0x00509550	0x004fd190	0x00509628	vtable-init
HudNavDisplay	HudBitmapCtrl	infoOffset	14	8	Point2I(8B)	320	0x140	1		0x00509550	0x004fd190	0x00509640	vtable-init
HudNavDisplay	HudBitmapCtrl	minProjectSize	1	4	S32	328	0x148	1		0x00509550	0x004fd190	0x00509658	vtable-init
HudNavDisplay	HudBitmapCtrl	acquireBoxCheckDistance	5	4	F32	332	0x14c	1		0x00509550	0x004fd190	0x00509670	vtable-init
HudNavDisplay	HudBitmapCtrl	minMarkerScale	5	4	F32	336	0x150	1		0x00509550	0x004fd190	0x005096b8	vtable-init
HudNavDisplay	HudBitmapCtrl	markerScaleDistance	5	4	F32	340	0x154	1		0x00509550	0x004fd190	0x005096d0	vtable-init
HudNavDisplay	HudBitmapCtrl	renderMarkerText	3	1	bool(4)	344	0x158	1		0x00509550	0x004fd190	0x00509718	vtable-init
HudNavDisplay	HudBitmapCtrl	markerTextEdgeOffset	1	4	S32	348	0x15c	1		0x00509550	0x004fd190	0x00509700	vtable-init
HudNavDisplay	HudBitmapCtrl	protectedStatics	3	1	bool(4)	376	0x178	1		0x00509550	0x004fd190	0x00509730	vtable-init
HudNavDisplay	HudBitmapCtrl	targetLockedFrameColor	11	4	ColorI(4B)	377	0x179	1		0x00509550	0x004fd190	0x00509688	vtable-init
HudNavDisplay	HudBitmapCtrl	damageFrameColor	11	4	ColorI(4B)	385	0x181	1		0x00509550	0x004fd190	0x005096a0	vtable-init
HudNavDisplay	HudBitmapCtrl	markerImageNames	7	4	string(char*)	392	0x188	6		0x00509550	0x004fd190	0x005096e8	vtable-init
HudNavDisplay	HudBitmapCtrl	missileMarker1	7	4	string(char*)	416	0x1a0	1		0x00509550	0x004fd190	0x005097a8	vtable-init
HudNavDisplay	HudBitmapCtrl	missileMarker2	7	4	string(char*)	420	0x1a4	1		0x00509550	0x004fd190	0x005097c0	vtable-init
HudNavDisplay	HudBitmapCtrl	missileFlash1	7	4	string(char*)	424	0x1a8	1		0x00509550	0x004fd190	0x005097d8	vtable-init
HudNavDisplay	HudBitmapCtrl	missileFlash2	7	4	string(char*)	428	0x1ac	1		0x00509550	0x004fd190	0x005097f0	vtable-init
HudNavDisplay	HudBitmapCtrl	missileTargetRing	7	4	string(char*)	432	0x1b0	1		0x00509550	0x004fd190	0x00509820	vtable-init
HudNavDisplay	HudBitmapCtrl	missileMarkerHilite	7	4	string(char*)	436	0x1b4	1		0x00509550	0x004fd190	0x00509808	vtable-init
HudNavDisplay	HudBitmapCtrl	enemyBeaconColor	11	4	ColorI(4B)	440	0x1b8	1		0x00509550	0x004fd190	0x00509748	vtable-init
HudNavDisplay	HudBitmapCtrl	friendBeaconColor	11	4	ColorI(4B)	444	0x1bc	1		0x00509550	0x004fd190	0x00509760	vtable-init
HudNavDisplay	HudBitmapCtrl	vehicleBeaconColor	11	4	ColorI(4B)	448	0x1c0	1		0x00509550	0x004fd190	0x00509778	vtable-init
HudNavDisplay	HudBitmapCtrl	imageOffset	1	4	S32	452	0x1c4	1		0x00509550	0x004fd190	0x00509790	vtable-init
HudNetDisplay	HudCtrl	upperBound	5	4	F32	184	0xb8	6		0x0050d040	0x004fcaa0	0x0050d0d0	vtable-init
HudNetDisplay	HudCtrl	lowerBound	5	4	F32	208	0xd0	6		0x0050d040	0x004fcaa0	0x0050d0b8	vtable-init
HudNetDisplay	HudCtrl	historySize	1	4	S32	252	0xfc	1		0x0050d040	0x004fcaa0	0x0050d058	vtable-init
HudNetDisplay	HudCtrl	updatePeriod	1	4	S32	256	0x100	1		0x0050d040	0x004fcaa0	0x0050d070	vtable-init
HudNetDisplay	HudCtrl	renderField	3	1	bool(4)	260	0x104	6		0x0050d040	0x004fcaa0	0x0050d088	vtable-init
HudNetDisplay	HudCtrl	fieldColors	11	4	ColorI(4B)	266	0x10a	6		0x0050d040	0x004fcaa0	0x0050d0a0	vtable-init
HudNetDisplay	HudCtrl	infoCallback	3	1	bool(4)	290	0x122	1		0x0050d040	0x004fcaa0	0x0050d0e8	vtable-init
HudNetDisplay	HudCtrl	renderGraph	3	1	bool(4)	291	0x123	1		0x0050d040	0x004fcaa0	0x0050d100	vtable-init
HudPulsingBitmap	HudBitmapCtrl	color	11	4	ColorI(4B)	196	0xc4	1		0x00503090	0x004fd190	0x005030a8	vtable-init
HudPulsingBitmap	HudBitmapCtrl	pulse	3	1	bool(4)	200	0xc8	1		0x00503090	0x004fd190	0x005030c0	vtable-init
HudPulsingBitmap	HudBitmapCtrl	pulseRate	1	4	S32	204	0xcc	1		0x00503090	0x004fd190	0x005030d8	vtable-init
HudScoreCtrl	HudCtrl	verticalInset	14	8	Point2I(8B)	252	0xfc	1		0x0050ac50	0x004fcaa0	0x0050ac68	vtable-init
HudScoreCtrl	HudCtrl	horizontalInset	14	8	Point2I(8B)	260	0x104	1		0x0050ac50	0x004fcaa0	0x0050ac80	vtable-init
HudWeaponInvBase	HudCtrl	ammoOffset	14	8	Point2I(8B)	224	0xe0	1		0x004ff970	0x004fcaa0	0x004ff988	vtable-init
HudWeaponInvBase	HudCtrl	backGroundOffset	14	8	Point2I(8B)	232	0xe8	1		0x004ff970	0x004fcaa0	0x004ff9a0	vtable-init
HudWeaponInvBase	HudCtrl	highLightOffset	14	8	Point2I(8B)	240	0xf0	1		0x004ff970	0x004fcaa0	0x004ff9b8	vtable-init
HudWeaponInvBase	HudCtrl	iconOffset	14	8	Point2I(8B)	248	0xf8	1		0x004ff970	0x004fcaa0	0x004ff9d0	vtable-init
HudWeaponInvBase	HudCtrl	backGroundSpace	1	4	S32	256	0x100	1		0x004ff970	0x004fcaa0	0x004ff9e8	vtable-init
InteriorInstance	SceneObject	interiorFile	7	4	string(char*)	592	0x250	1		0x00520730	0x0058c7f0	0x00520748	vtable-init
InteriorInstance	SceneObject	showTerrainInside	3	1	bool(4)	632	0x278	1		0x00520730	0x0058c7f0	0x00520760	vtable-init
InteriorInstance	SceneObject	audioProfile	34	4	AudioProfile*	640	0x280	1		0x00520730	0x0058c7f0	0x00520778	vtable-init
InteriorInstance	SceneObject	audioEnvironment	43		AudioEnvironment*	644	0x284	1		0x00520730	0x0058c7f0	0x00520790	vtable-init
Item	ShapeBase	collideable	3	1	bool(4)	2220	0x8ac	1		0x00607420		0x00607438	vtable-init
Item	ShapeBase	static	3	1	bool(4)	2221	0x8ad	1		0x00607420		0x00607450	vtable-init
Item	ShapeBase	rotate	3	1	bool(4)	2222	0x8ae	1		0x00607420		0x00607468	vtable-init
ItemData	ShapeBaseData	friction	5	4	F32	812	0x32c	1		0x006034c0	0x005e4c20	0x006034d8	vtable-init
ItemData	ShapeBaseData	elasticity	5	4	F32	816	0x330	1		0x006034c0	0x005e4c20	0x006034f0	vtable-init
ItemData	ShapeBaseData	sticky	3	1	bool(4)	820	0x334	1		0x006034c0	0x005e4c20	0x00603508	vtable-init
ItemData	ShapeBaseData	gravityMod	5	4	F32	824	0x338	1		0x006034c0	0x005e4c20	0x00603520	vtable-init
ItemData	ShapeBaseData	maxVelocity	5	4	F32	828	0x33c	1		0x006034c0	0x005e4c20	0x00603538	vtable-init
ItemData	ShapeBaseData	dynamicType	1	4	S32	832	0x340	1		0x006034c0	0x005e4c20	0x00603550	vtable-init
ItemData	ShapeBaseData	pickUpName	7	4	string(char*)	836	0x344	1		0x006034c0	0x005e4c20	0x00603568	vtable-init
ItemData	ShapeBaseData	lightOnlyStatic	3	1	bool(4)	840	0x348	1		0x006034c0	0x005e4c20	0x006035e3	vtable-init
ItemData	ShapeBaseData	lightType	9	4	enum(S32)+table	844	0x34c	1	0x840a50	0x006034c0	0x005e4c20	0x00603583	vtable-init
ItemData	ShapeBaseData	lightColor	12	16	ColorF(16B)	848	0x350	1		0x006034c0	0x005e4c20	0x0060359b	vtable-init
ItemData	ShapeBaseData	lightTime	1	4	S32	864	0x360	1		0x006034c0	0x005e4c20	0x006035b3	vtable-init
ItemData	ShapeBaseData	lightRadius	5	4	F32	868	0x364	1		0x006034c0	0x005e4c20	0x006035cb	vtable-init
JetEffectData	GameBaseData	coolColor	12	16	ColorF(16B)	68	0x44	1		0x0069fc50	0x005e27d0	0x0069fc93	vtable-init
JetEffectData	GameBaseData	hotColor	12	16	ColorF(16B)	84	0x54	1		0x0069fc50	0x005e27d0	0x0069fca8	vtable-init
JetEffectData	GameBaseData	activateTime	5	4	F32	100	0x64	1		0x0069fc50	0x005e27d0	0x0069fcbd	vtable-init
JetEffectData	GameBaseData	deactivateTime	5	4	F32	104	0x68	1		0x0069fc50	0x005e27d0	0x0069fcd2	vtable-init
JetEffectData	GameBaseData	length	5	4	F32	108	0x6c	1		0x0069fc50	0x005e27d0	0x0069fce7	vtable-init
JetEffectData	GameBaseData	width	5	4	F32	112	0x70	1		0x0069fc50	0x005e27d0	0x0069fcfc	vtable-init
JetEffectData	GameBaseData	speed	5	4	F32	116	0x74	1		0x0069fc50	0x005e27d0	0x0069fd11	vtable-init
JetEffectData	GameBaseData	stretch	5	4	F32	120	0x78	1		0x0069fc50	0x005e27d0	0x0069fd26	vtable-init
JetEffectData	GameBaseData	yOffset	5	4	F32	124	0x7c	1		0x0069fc50	0x005e27d0	0x0069fd3b	vtable-init
JetEffectData	GameBaseData	texture	7	4	string(char*)	128	0x80	1		0x0069fc50	0x005e27d0	0x0069fc7e	vtable-init
